iter	R2	RMSE
219	0.3804209647	0.004650726044
220	0.3806430406	0.004649892489
221	0.3807330438	0.004649554622
222	0.3809945501	0.004648572803
223	0.381161582	0.004647945577
224	0.3813994197	0.00464705232
225	0.3815207427	0.004646596596
226	0.3817357731	0.004645788771
227	0.3818587518	0.004645326702
228	0.3819806682	0.004644868579
229	0.3820423609	0.00464463674
230	0.3822255403	0.004643948291
231	0.3825181323	0.004642848422
232	0.382639341	0.004642392715
233	0.3827866147	0.004641838951
234	0.3829819148	0.004641104503
235	0.383173899	0.00464038241
236	0.3832775442	0.004639992533
237	0.3834370482	0.004639392469
238	0.3836174419	0.004638713724
239	0.3837375024	0.004638261932
240	0.3838699989	0.004637763292
241	0.3839716447	0.00463738072
242	0.3841267757	0.00463679678
243	0.3843133815	0.004636094266
244	0.3844787284	0.004635471697
245	0.3845554566	0.004635182769
246	0.3846717003	0.004634745007
247	0.3849567062	0.004633671529
248	0.3851294252	0.00463302086
249	0.3852677531	0.004632499683
250	0.3854280794	0.004631895551
251	0.385620976	0.004631168584
252	0.3857506437	0.004630679842
253	0.3858782892	0.004630198673
254	0.3859876872	0.004629786249
255	0.3861436567	0.004629198189
256	0.3863174158	0.004628542969
257	0.3864659193	0.004627982911
258	0.3866597188	0.004627251923
259	0.3867429755	0.004626937854
260	0.3869014004	0.004626340168
261	0.3870640306	0.004625726537
262	0.3872788332	0.004624915927
263	0.3873977494	0.004624467105
264	0.3875181686	0.004624012568
265	0.3877001486	0.004623325576
266	0.3878689271	0.004622688329
267	0.3879639572	0.004622329491
268	0.3880935624	0.004621840052
269	0.3882355944	0.004621303624
270	0.3883579836	0.004620841333
271	0.3885151032	0.00462024779
272	0.3885933048	0.004619952344
273	0.3887477629	0.004619368743
274	0.3888093793	0.004619135913
275	0.3889463019	0.004618618481
276	0.3891182396	0.004617968644
277	0.3892403022	0.004617507254
278	0.3893142877	0.00461722757
279	0.3894596867	0.004616677877
280	0.38955995	0.004616298784
281	0.3897284656	0.004615661562
282	0.3897891613	0.004615432026
283	0.3898828612	0.004615077655
284	0.3899555757	0.004614802632
285	0.3900367093	0.004614495746
286	0.3901699085	0.004613991879
287	0.3902781125	0.004613582524
288	0.3903890854	0.004613162655
289	0.3905747827	0.00461245998
290	0.3907170944	0.004611921403
291	0.3908295741	0.00461149568
292	0.3909641381	0.004610986318
293	0.3911442119	0.004610304602
294	0.3912896055	0.004609754104
295	0.3914117028	0.00460929176
296	0.3915783386	0.004608660688
297	0.3916331576	0.004608453063
298	0.3917124214	0.004608152836
299	0.3918355608	0.004607686384
300	0.3919446617	0.004607273071
301	0.3920797513	0.004606761251
302	0.3921639201	0.004606442329
303	0.3922496445	0.004606117489
304	0.39246346	0.004605307168
305	0.3925573247	0.004604951393
306	0.3926641785	0.004604546352
307	0.3928597439	0.004603804948
308	0.3930347054	0.004603141554
309	0.3931578599	0.004602674537
310	0.3933605036	0.004601905984
311	0.3934923496	0.004601405871
312	0.3935972337	0.00460100799
313	0.3937550656	0.004600409186
314	0.3938614414	0.004600005559
315	0.3939425415	0.004599697813
316	0.3940505892	0.004599287779
317	0.3941985166	0.004598726344
318	0.3943753624	0.004598055064
319	0.3945251085	0.004597486574
320	0.394618686	0.004597131284
321	0.3947135273	0.004596771168
322	0.3948235765	0.004596353272
323	0.3949109403	0.004596021493
324	0.3949893392	0.00459572374
325	0.3950619539	0.004595447937
326	0.3951758358	0.004595015361
327	0.3952750001	0.004594638657
328	0.3954396665	0.004594013055
329	0.3956063484	0.004593379709
330	0.3958148587	0.004592587304
331	0.3959080207	0.004592233214
332	0.3960782963	0.004591585961
333	0.3961493381	0.00459131589
334	0.3962246862	0.00459102943
335	0.3963072879	0.004590715373
336	0.3964247365	0.004590268789
337	0.3965306946	0.004589865859
338	0.3967390236	0.004589073536
339	0.3968617931	0.004588606552
340	0.396966912	0.004588206668
341	0.3971120303	0.004587654565
342	0.3972672686	0.004587063886
343	0.3973849493	0.004586616064
344	0.3975256733	0.004586080494
345	0.3976680203	0.004585538684
346	0.3978097621	0.004584999114
347	0.3980349024	0.004584141939
348	0.3981290111	0.004583783592
349	0.3982112706	0.004583470342
350	0.3982968525	0.004583144417
351	0.3984203553	0.004582674035
352	0.3985695851	0.004582105603
353	0.3987249058	0.004581513896
354	0.3988516203	0.004581031109
355	0.3989257104	0.0045807488
356	0.3990026258	0.004580455707
357	0.399054747	0.004580257084
358	0.3991613607	0.004579850774
359	0.399338126	0.004579177034
360	0.3995020201	0.004578552264
361	0.399624374	0.004578085791
362	0.3996714081	0.004577906461
363	0.3997985943	0.004577421495
364	0.4000094589	0.004576617348
365	0.400145089	0.004576100038
366	0.400259663	0.004575662993
367	0.4003585243	0.004575285851
368	0.4004466597	0.004574949601
369	0.400604612	0.004574346926
370	0.4007739185	0.00457370084
371	0.4008765554	0.004573309126
372	0.4009976681	0.004572846856
373	0.4010986926	0.004572461224
374	0.4012132291	0.004572023974
375	0.4012915041	0.004571725131
376	0.401447788	0.004571128402
377	0.4015426642	0.004570766104
378	0.4016645772	0.00457030052
379	0.4017368995	0.0045700243
380	0.4018139842	0.004569729872
381	0.4019279568	0.004569294515
382	0.4020926784	0.004568665232
383	0.4021683376	0.004568376163
384	0.4022590422	0.004568029587
385	0.402411282	0.00456744783
386	0.4026004648	0.004566724798
387	0.4027779777	0.004566046264
388	0.4028704466	0.004565692766
389	0.4029543405	0.004565372025
390	0.40299101	0.004565231824
391	0.4030708699	0.004564926476
392	0.4032127959	0.004564383765
393	0.4032934202	0.004564075437
394	0.4034810512	0.004563357806
395	0.4035330298	0.004563158985
396	0.4036419099	0.004562742482
397	0.4037881773	0.004562182901
398	0.4038966376	0.004561767916
399	0.4040175664	0.00456130518
400	0.4040676157	0.004561113652
401	0.4041960827	0.004560621998
402	0.404349604	0.004560034391
403	0.4044674076	0.004559583442
404	0.4045262164	0.004559358308
405	0.4045992682	0.004559078632
406	0.4047725024	0.004558415342
407	0.4048812232	0.004557999017
408	0.4049463535	0.004557749594
409	0.4050820523	0.004557229879
410	0.4052258473	0.004556679092
411	0.4053392679	0.004556244603
412	0.4054952495	0.004555647004
413	0.4055683415	0.004555366946
414	0.4056794992	0.004554941003
415	0.4057919521	0.004554510057
416	0.4058556615	0.004554265889
417	0.405934901	0.004553962184
418	0.4060470106	0.00455353246
419	0.4061251859	0.004553232786
420	0.4062335852	0.004552817219
421	0.4063232994	0.004552473255
422	0.4064825502	0.004551862625
423	0.4065807922	0.004551485886
424	0.4066446005	0.004551241177
425	0.4067229019	0.004550940868
426	0.406901658	0.00455025521
427	0.4070047224	0.004549859837
428	0.4071517441	0.004549295777
429	0.4072034101	0.004549097541
430	0.4073421587	0.004548565134
431	0.4074216862	0.004548259942
432	0.4075157482	0.004547898947
433	0.4076002312	0.004547574691
434	0.4076682345	0.004547313669
435	0.4077701242	0.00454692255
436	0.4078752176	0.004546519098
437	0.4079391534	0.004546273631
438	0.4079869621	0.004546090073
439	0.4080702748	0.004545770181
440	0.4081341213	0.004545525017
441	0.4082599556	0.004545041788
442	0.408379358	0.004544583212
443	0.4085166967	0.004544055692
444	0.4086191068	0.004543662293
445	0.4087055309	0.004543330277
446	0.4088427878	0.004542802926
447	0.4089230817	0.004542494402
448	0.4089956262	0.004542215637
449	0.4091087909	0.004541780748
450	0.4091986006	0.004541435581
451	0.4092919484	0.004541076789
452	0.4093520328	0.004540845834
453	0.4094415201	0.004540501836
454	0.4095645963	0.004540028676
455	0.4096959588	0.004539523606
456	0.4098544954	0.00453891398
457	0.4099431029	0.004538573219
458	0.4101183627	0.004537899142
459	0.4101863151	0.004537637759
460	0.4103219568	0.00453711596
461	0.4103885378	0.004536859808
462	0.4104495498	0.004536625068
463	0.4104874458	0.00453647926
464	0.4105857932	0.004536100838
465	0.410704456	0.004535644203
466	0.410789546	0.004535316735
467	0.4108607973	0.004535042506
468	0.4109755542	0.0045346008
469	0.4110814444	0.004534193184
470	0.411150333	0.004533927983
471	0.4113242134	0.004533258526
472	0.4114324585	0.004532841721
473	0.4115840918	0.004532257783
474	0.4118048918	0.00453140735
475	0.4118597545	0.004531196016
476	0.4119454275	0.00453086598
477	0.4120210259	0.004530574734
478	0.4121494746	0.004530079837
479	0.412230952	0.004529765886
480	0.4123299748	0.0045293843
481	0.4124194225	0.004529039584
482	0.4124817802	0.004528799253
483	0.4126025812	0.004528333641
484	0.4126713752	0.004528068461
485	0.4127850944	0.004527630075
486	0.4128619045	0.004527333949
487	0.4129861429	0.004526854932
488	0.4130845889	0.004526475325
489	0.4131493918	0.004526225428
490	0.4132115311	0.004525985789
491	0.4132904302	0.004525681499
492	0.4133551728	0.004525431791
493	0.4134455376	0.004525083236
494	0.4135164561	0.004524809671
495	0.4136407302	0.004524330249
496	0.4137328283	0.004523974922
497	0.413794835	0.004523735676
498	0.4138910132	0.004523364558
499	0.4140139587	0.00452289011
500	0.4141532915	0.004522352363
501	0.4143184197	0.004521714977
502	0.4144357956	0.004521261858
503	0.4145535821	0.004520807108
504	0.4146368279	0.004520485685
505	0.414727878	0.004520134103
506	0.4148317578	0.004519732947
507	0.414954826	0.004519257643
508	0.4150223967	0.004518996657
509	0.4151003883	0.004518695401
510	0.4151975	0.004518320263
511	0.4153099148	0.00451788597
512	0.4153744123	0.004517636778
513	0.4154622404	0.004517297424
514	0.4155577449	0.00451692838
515	0.4156701217	0.004516494101
516	0.4159236057	0.004515514361
517	0.4160209509	0.004515138056
518	0.4160876243	0.0045148803
519	0.4161161049	0.00451477019
520	0.4162591702	0.004514217044
521	0.4163284209	0.004513949269
522	0.4164608335	0.00451343722
523	0.4166020171	0.004512891188
524	0.4166622228	0.004512658321
525	0.4167458774	0.004512334736
526	0.4167811554	0.00451219827
527	0.4168618254	0.004511886199
528	0.4169806108	0.004511426639
529	0.417155624	0.004510749459
530	0.4172591622	0.00451034879
531	0.4174735167	0.004509519174
532	0.4175614663	0.004509178738
533	0.4176849894	0.004508700561
534	0.4177417928	0.00450848065
535	0.4178246568	0.004508159826
536	0.4178899201	0.004507907131
537	0.4180047772	0.004507462378
538	0.4181134737	0.00450704144
539	0.4181914559	0.004506739421
540	0.4182407674	0.004506548432
541	0.418394188	0.004505954163
542	0.4185059389	0.00450552125
543	0.4186235351	0.004505065649
544	0.4187319094	0.004504645735
545	0.4188278721	0.00450427388
546	0.4189388708	0.004503843721
547	0.4190255637	0.004503507727
548	0.4190748634	0.004503316646
549	0.4191394362	0.004503066356
550	0.4192623494	0.004502589894
551	0.4193249562	0.004502347185
552	0.419465119	0.004501803766
553	0.419538444	0.004501519455
554	0.4196372906	0.004501136157
555	0.4198124088	0.004500457022
556	0.4198874659	0.004500165907
557	0.4199873331	0.004499778535
558	0.4201305579	0.004499222927
559	0.4201954118	0.004498971318
560	0.4202521356	0.00449875124
561	0.4203178378	0.004498496314
562	0.4204210845	0.004498095684
563	0.420494938	0.004497809087
564	0.4205277178	0.004497681876
565	0.420630432	0.00449728324
566	0.4207692776	0.004496744323
567	0.4208575365	0.004496401719
568	0.420913981	0.004496182599
569	0.4210675452	0.004495586402
570	0.4211592233	0.004495230434
571	0.4212685082	0.004494806065
572	0.4213863748	0.004494348327
573	0.4214680184	0.004494031235
574	0.4215218738	0.004493822056
575	0.4216124998	0.004493470035
576	0.4217325674	0.004493003611
577	0.4218252179	0.00449264366
578	0.4219148522	0.0044922954
579	0.4220491494	0.004491773558
580	0.4222279774	0.004491078588
581	0.4223354851	0.004490660735
582	0.4223855422	0.004490466163
583	0.4224472847	0.004490226159
584	0.4225301155	0.00448990416
585	0.4226005706	0.004489630253
586	0.4226425007	0.004489467234
587	0.4227769116	0.004488944621
588	0.4228660466	0.004488598016
589	0.422916608	0.004488401394
590	0.4229731837	0.004488181373
591	0.4230194787	0.004488001325
592	0.4231306029	0.004487569119
593	0.4232492895	0.004487107453
594	0.423328195	0.004486800501
595	0.4234921584	0.004486162596
596	0.4235931455	0.004485769657
597	0.4236582422	0.004485516349
598	0.4237264252	0.004485251016
599	0.4238269149	0.004484859934
600	0.4239408459	0.004484416499
601	0.4240241957	0.004484092063
602	0.4241398973	0.00448364166
603	0.4242622895	0.004483165163
604	0.4243005408	0.004483016232
605	0.4244067789	0.004482602571
606	0.4244977958	0.004482248146
607	0.4245494568	0.004482046963
608	0.4247195247	0.004481384605
609	0.4247637733	0.004481212255
610	0.4248765243	0.004480773057
611	0.4250746495	0.004480001196
612	0.4251693263	0.004479632305
613	0.4252239909	0.0044794193
614	0.4253195026	0.004479047108
615	0.4253700957	0.004478849943
616	0.4254727826	0.004478449738
617	0.4255560642	0.004478125135
618	0.4256645765	0.004477702157
619	0.4257667931	0.004477303682
620	0.4258314308	0.004477051685
621	0.4258586798	0.004476945447
622	0.4259320738	0.004476659288
623	0.4260236668	0.004476302147
624	0.4261169463	0.004475938399
625	0.4261794613	0.004475694604
626	0.4262950601	0.004475243756
627	0.4263986863	0.004474839565
628	0.4264845786	0.004474504516
629	0.4265990679	0.004474057877
630	0.4266822051	0.004473733519
631	0.4267280526	0.004473554636
632	0.4268187448	0.004473200762
633	0.4268715071	0.004472994874
634	0.4269948019	0.00447251372
635	0.4270932462	0.004472129507
636	0.4271392999	0.004471949755
637	0.4272434202	0.004471543337
638	0.4273043008	0.004471305681
639	0.4273951722	0.004470950929
640	0.4274841587	0.004470603508
641	0.4275452822	0.004470364854
642	0.4275874637	0.004470200151
643	0.4276659633	0.004469893623
644	0.4277267061	0.004469656418
645	0.4278002903	0.004469369049
646	0.42786798	0.004469104685
647	0.4280113485	0.004468544701
648	0.4281200753	0.004468119978
649	0.4281887678	0.004467851621
650	0.4282555211	0.004467590825
651	0.4283139873	0.004467362393
652	0.4284542636	0.004466814274
653	0.4285174944	0.004466567183
654	0.4286298671	0.004466128022
655	0.4286773042	0.004465942622
656	0.4287643173	0.004465602525
657	0.4288180346	0.004465392554
658	0.4288865978	0.004465124539
659	0.4289424634	0.004464906147
660	0.4290530602	0.004464473766
661	0.4291388716	0.004464138256
662	0.4292062573	0.00446387477
663	0.4293160007	0.004463445627
664	0.4294123304	0.004463068903
665	0.4294894111	0.004462767435
666	0.4296159773	0.004462272381
667	0.4297176791	0.004461874543
668	0.4298119621	0.004461505694
669	0.4298649485	0.00446129839
670	0.4299173365	0.004461093417
671	0.4299793036	0.004460850954
672	0.4300285018	0.004460658443
673	0.4301404045	0.00446022054
674	0.430194049	0.0044600106
675	0.430290091	0.004459634712
676	0.4303554255	0.004459378989
677	0.4304904259	0.004458850543
678	0.4305498232	0.004458618017
679	0.4306152466	0.004458361887
680	0.4306522907	0.004458216855
681	0.4307846055	0.004457698786
682	0.4308403008	0.004457480697
683	0.4309847026	0.004456915207
684	0.4310392457	0.004456701592
685	0.4311784303	0.004456156439
686	0.431220564	0.004455991398
687	0.431280994	0.004455754678
688	0.4313575225	0.004455454878
689	0.4314514942	0.004455086717
690	0.4314949955	0.004454916278
691	0.4315953017	0.004454523251
692	0.4316449081	0.004454328867
693	0.4317528001	0.00445390606
694	0.4317943916	0.00445374306
695	0.4318456292	0.004453542249
696	0.4318948658	0.004453349271
697	0.4319714567	0.004453049065
698	0.4320502406	0.004452740242
699	0.4321000174	0.004452545112
700	0.4321930208	0.004452180506
701	0.4322295116	0.004452037442
702	0.4323137877	0.004451707014
703	0.432374699	0.004451468179
704	0.432463638	0.004451119424
705	0.4325268083	0.004450871698
706	0.4326178285	0.004450514734
707	0.432732147	0.004450066357
708	0.432809099	0.004449764513
709	0.4329080373	0.004449376398
710	0.4329393461	0.004449253572
711	0.4329787687	0.004449098911
712	0.4330701187	0.004448740511
713	0.4331465766	0.004448440515
714	0.4331841835	0.00444829295
715	0.4332685666	0.004447961825
716	0.4333199208	0.004447760295
717	0.4333580846	0.004447610522
718	0.4335030975	0.004447041378
719	0.4336121008	0.004446613515
720	0.433669646	0.004446387621
721	0.4337292584	0.004446153599
722	0.4338156532	0.004445814416
723	0.4338669592	0.004445612978
724	0.4339436062	0.004445312029
725	0.4340955102	0.004444715528
726	0.4341816553	0.004444377216
727	0.4342586786	0.004444074705
728	0.4343905348	0.004443556789
729	0.4344230586	0.00444342903
730	0.4345254759	0.004443026694
731	0.4345741863	0.004442835327
732	0.4346454523	0.004442555331
733	0.4347530475	0.00444213257
734	0.4348699951	0.004441673015
735	0.4349386689	0.004441403134
736	0.4350177216	0.004441092445
737	0.4350747761	0.004440868198
738	0.4351701915	0.004440493153
739	0.4352276441	0.004440267311
740	0.4352914013	0.004440016673
741	0.4353689719	0.004439711713
742	0.4354734721	0.00443930085
743	0.4355685053	0.004438927175
744	0.4356357644	0.00443866269
745	0.4357364981	0.004438266543
746	0.435815631	0.004437955318
747	0.4358977037	0.004437632509
748	0.4359560167	0.004437403137
749	0.4360006691	0.004437227491
750	0.4360830397	0.004436903456
751	0.4361264516	0.004436732671
752	0.4362591949	0.004436210407
753	0.4363065111	0.004436024232
754	0.4363322758	0.004435922852
755	0.4364571694	0.004435431384
756	0.4365181151	0.004435191538
757	0.4365956539	0.004434886372
758	0.436687333	0.004434525527
759	0.4367431434	0.004434305845
760	0.4367835252	0.004434146887
761	0.4368422041	0.004433915894
762	0.4368819448	0.004433759446
763	0.4369389938	0.004433534851
764	0.4370033618	0.004433281427
765	0.4370425141	0.004433127273
766	0.4371383075	0.004432750084
767	0.4372286551	0.004432394309
768	0.4373358352	0.004431972213
769	0.4373980182	0.004431727306
770	0.4374459266	0.00443153861
771	0.4374869941	0.004431376852
772	0.437532304	0.004431198376
773	0.437576425	0.004431024577
774	0.4376849952	0.004430596875
775	0.4378130442	0.004430092383
776	0.4378631351	0.004429895018
777	0.4379292305	0.004429634579
778	0.4379775133	0.004429444319
779	0.4380580718	0.004429126857
780	0.4381512448	0.004428759655
781	0.4382095838	0.004428529721
782	0.4382437077	0.004428395221
783	0.4382775652	0.004428261768
784	0.4383573429	0.004427947299
785	0.4384122995	0.004427730656
786	0.4384623506	0.004427533343
787	0.4385682934	0.004427115662
788	0.4387282245	0.004426485056
789	0.4388003198	0.004426200756
790	0.4388600266	0.004425965295
791	0.4389183386	0.004425735323
792	0.4389689373	0.00442553576
793	0.4390278272	0.004425303486
794	0.4391040447	0.00442500285
795	0.4391370085	0.004424872819
796	0.4392098382	0.004424585519
797	0.4393804262	0.004423912505
798	0.4394131454	0.004423783408
799	0.4394640648	0.004423582492
800	0.4395283394	0.004423328867
801	0.4396142872	0.004422989697
802	0.4396871257	0.00442270224
803	0.4397704225	0.004422373485
804	0.4398526128	0.004422049074
805	0.4398770304	0.004421952691
806	0.4400061602	0.004421442947
807	0.4400462058	0.004421284854
808	0.4401141502	0.004421016608
809	0.4401812787	0.004420751567
810	0.4402833315	0.004420348606
811	0.4403341842	0.004420147797
812	0.4404257038	0.004419786379
813	0.4404649751	0.004419631285
814	0.4405204103	0.004419412345
815	0.4405799392	0.004419177225
816	0.4406656739	0.004418838578
817	0.4406929923	0.004418730667
818	0.4407642345	0.004418449238
819	0.4407951794	0.004418326991
820	0.4408720783	0.004418023187
821	0.4409224074	0.004417824342
822	0.4410047894	0.004417498839
823	0.44108261	0.004417191337
824	0.4411532803	0.00441691207
825	0.4412041252	0.004416711136
826	0.4412709437	0.004416447063
827	0.4413421815	0.004416165506
828	0.4414590163	0.004415703695
829	0.4414866805	0.00441559434
830	0.4415896273	0.004415187374
831	0.4416882553	0.004414797445
832	0.4417487611	0.004414558216
833	0.441837355	0.004414207909
834	0.4419487929	0.004413767236
835	0.4419843803	0.004413626499
836	0.4420249037	0.004413466237
837	0.4420671614	0.004413299108
838	0.4421230003	0.004413078258
839	0.442207657	0.004412743407
840	0.4423034782	0.004412364366
841	0.4423663373	0.004412115696
842	0.4424029817	0.004411970724
843	0.4424441318	0.004411807922
844	0.44248823	0.004411633449
845	0.4425321997	0.004411459478
846	0.4425895805	0.004411232433
847	0.4426747684	0.004410895341
848	0.4427735963	0.004410504242
849	0.4428303285	0.004410279715
850	0.4428480748	0.004410209479
851	0.4429259122	0.004409901402
852	0.4429850848	0.004409667185
853	0.4431072969	0.004409183406
854	0.4432093462	0.004408779402
855	0.4432811084	0.004408495279
856	0.4433775127	0.004408113563
857	0.4434330857	0.004407893506
858	0.4434843913	0.004407690336
859	0.4435601067	0.004407390487
860	0.4436831899	0.004406903008
861	0.443796159	0.004406455539
862	0.4438681101	0.004406170518
863	0.4439795416	0.004405729066
864	0.4440625466	0.004405400201
865	0.4441593327	0.004405016705
866	0.4441987697	0.004404860433
867	0.4442456711	0.004404674577
868	0.4443086567	0.004404424971
869	0.444410218	0.004404022464
870	0.444448184	0.004403871988
871	0.4444912387	0.004403701337
872	0.4445402257	0.004403507164
873	0.4445998888	0.004403270663
874	0.4446674174	0.004403002968
875	0.4447214863	0.004402788618
876	0.4447665337	0.004402610024
877	0.4448523336	0.004402269845
